0	539168
1	546554
2	547291
3	610558
4	612652
5	624969
6	559469
7	550860
8	541927
9	547641
10	538321
11	536165
12	539798
13	541783
14	549085
15	589500
16	613974
17	612706
18	603877
19	539030
20	538133
21	541165
22	539586
23	547839
24	538544
25	540997
26	542083
27	555553
28	615082
29	621958
30	618002
31	554381
32	548155
33	546104
34	543616
35	538264
36	545471
37	542921
38	543640
39	539211
40	596138
41	621191
42	612213
43	590491
44	544723
45	537558
46	538912
47	536350
48	538009
49	538635
50	546887
51	539956
52	567679
53	609089
54	611029
55	612417
56	553258
57	536665
58	541148
59	544440
60	535467
61	543078
62	555010
63	548154
64	593186
65	610947
66	618940
67	619232
68	572977
69	542906
70	537718
71	541451
72	538158
73	534785
74	537341
75	535297
76	543680
77	578407
78	619521
79	618093
80	610335
81	541803
82	539952
83	541127
84	536864
85	543587
86	534590
87	538223
88	542495
89	539646
90	615131
91	608371
92	612824
93	575580
94	546288
95	536426
96	543118
97	541276
98	537897
99	542700
100	538799
101	544532
102	577240
103	627191
104	605138
105	604315
106	537069
107	540851
108	539282
109	541340
110	538785
111	539714
112	543992
113	542518
114	543710
115	608883
116	617729
117	617568
118	569288
119	542779
120	539299
121	540853
122	536108
123	539424
124	537935
125	539101
126	542901
127	582966
128	612771
129	610645
130	617772
131	539486
132	542031
133	538831
134	539931
135	543162
136	539249
137	550252
138	545827
139	557209
140	608996
141	616702
142	612524
143	556737
144	542856
145	543405
146	543785
147	539342
148	550193
149	541409
150	540119
151	544878
152	586629
153	713921
154	609725
155	578067
156	542606
157	541592
158	540854
159	537108
160	539657
161	540388
162	545278
163	542934
164	562026
165	618202
166	612023
167	611762
168	547330
169	541550
170	536415
171	574086
172	545912
173	536639
174	544103
175	550196
176	539686
177	606254
178	610104
179	610211
180	573161
181	542114
182	536379
183	544362
184	538348
185	541738
186	535785
187	537098
188	536924
189	567021
190	601788
191	606271
192	612615
193	542246
194	538342
195	538472
196	535618
197	538994
198	536435
199	536160
200	538609
201	542901
202	609273
203	617772
204	603961
205	574416
206	540603
207	565823
208	536141
209	539178
210	547954
211	535228
212	541088
213	541038
214	572285
215	611613
216	616055
217	613349
218	535333
219	548983
220	538697
221	542670
222	538571
223	538476
224	539997
225	544502
226	540923
227	604939
228	626888
229	609868
230	578506
231	537906
232	536422
233	539106
234	537016
235	540168
236	539389
237	545656
238	544743
239	575953
240	672621
241	608532
242	601519
243	542875
244	545578
245	548202
246	537862
247	543474
248	537048
249	539846
250	541289
251	547329
252	614618
253	612254
254	623839
255	568564
256	545217
257	540873
258	540706
259	539696
260	538942
261	542190
262	539886
263	548846
264	587317
265	613865
266	608772
267	600704
268	545307
269	537962
270	537826
271	539825
272	548256
273	536599
274	542340
275	546835
276	554706
277	610190
278	612113
279	611341
280	556612
281	551264
282	535263
283	544270
284	539167
285	537727
286	537275
287	539681
288	541555
289	592693
290	630622
291	609426
292	596263
293	538085
294	542327
295	539432
296	538257
297	543123
298	541692
299	548534
300	540832
301	563196
302	608535
303	619256
304	613404
305	557139
306	539025
307	537853
308	550427
309	539592
310	541861
311	535694
312	540014
313	537552
314	600090
315	607015
316	611217
317	596241
318	537410
319	540170
320	535235
321	538173
322	540643
323	536103
324	537721
325	539266
326	564367
327	606145
328	614488
329	606430
330	551999
331	540426
332	546258
333	538941
334	538504
335	549127
336	537624
337	542029
338	541491
339	598031
340	607166
341	611431
342	584074
343	546393
344	532828
345	543739
346	535667
347	536980
348	536473
349	540640
350	543091
351	563751
352	605301
353	612648
354	608928
355	551450
356	535082
357	538529
358	537445
359	540417
360	537967
361	541377
362	546284
363	543467
364	603822
365	617768
366	616835
367	587037
368	541803
369	537942
370	551322
371	537180
372	540737
373	536769
374	542501
375	545568
376	566134
377	612312
378	616608
379	618625
380	542809
381	539819
382	535071
383	538522
384	538590
385	539353
386	540059
387	540347
388	542822
389	594488
390	611760
391	607696
392	589658
393	537792
394	540353
395	550653
396	540370
397	672239
398	587837
399	544805
400	539377
401	588087
402	611351
403	610434
404	624763
405	542561
406	538660
407	544172
408	538111
409	538609
410	539168
411	540514
412	544661
413	556255
414	626390
415	762990
416	686870
417	553322
418	540322
419	538547
420	538931
421	539345
422	537139
423	546634
424	538747
425	553272
426	607534
427	611566
